710:-0.26964778 1.4828259 -0.023430992 -0.99868965 -0.43392557 -1.60145 -1.2078186 -0.802604 -0.5510414 0.999152
205:-0.6097192 0.31808358 -0.21294524 0.08889997 0.041143425 0.35860044 -0.62370634 -0.15387912 -0.5569477 0.7267755
45:-0.26102707 0.025615502 -0.3191496 0.31877944 0.23707117 0.5916652 -0.56596476 0.13444252 -0.6532921 0.27856344
515:-0.5409747 -0.46957618 0.13448851 0.27016917 -0.0420839 0.75077355 -0.58892095 0.3297896 -0.32814184 0.26210228
574:-0.3143844 0.4702127 -0.09493279 0.22361295 0.5163283 0.05664511 -0.43902072 0.10930091 -0.7556191 0.78474134
858:-0.19139889 0.17444468 0.2063566 -0.30884975 0.3931695 -0.37599385 -0.1588891 0.48266152 0.23627278 -0.27808502
619:-0.2150508 0.840515 0.12547426 -0.59684765 -0.25564852 -0.9665023 -0.7795044 -0.5121033 -0.33011907 0.6959112
507:0.1234808 -0.30860397 -0.13242239 0.058237355 0.5434228 0.0006807373 -0.28216696 -0.3666254 -0.31245714 0.43133712
113:-0.6876761 0.49161932 0.5328273 -0.8144839 -0.16091415 -0.8504397 -0.8405905 -0.5781715 -0.4397261 0.832599
34:-0.37248084 0.2362261 -0.12487865 -0.24262442 0.042091995 0.066051625 0.5785744 0.37902606 -0.11447554 0.45069832
563:-0.22269227 -0.14322221 0.06197194 0.015665349 0.24532023 0.06713681 -0.78990614 0.12759782 -0.0006321548 0.9255023
381:-0.18130846 -0.46608534 -0.4911731 -0.017268958 -0.4481005 0.61977017 -0.63263315 -0.31566986 -0.411731 0.21718112
455:0.27008867 0.32034746 -0.61721206 -0.6516854 -0.5613715 0.50413305 -0.88383347 -0.4039963 -0.1263727 0.09741678
67:-0.67133856 0.86993086 0.5869321 0.24771641 -0.6695541 -1.2137223 -1.3967869 -0.1360166 -0.12772025 1.8100058
388:-0.85833424 -0.19314955 0.2823711 0.020281233 0.19152981 0.16120747 -0.4476857 0.35572356 -0.02467019 0.6683191
974:-0.24613562 0.09431853 0.89045155 -0.52329034 0.3288689 0.2710163 -0.42936677 -0.005674193 0.35598242 0.9476103
310:0.7649884 0.94645256 -0.44162872 -0.7550442 -1.119745 -0.47072527 -1.0640384 -0.3993555 -0.053868555 1.181136
169:0.45640668 0.26509777 -0.9644524 -0.64165384 -0.9089056 0.35422194 -0.82638663 -0.6083996 -0.05455235 0.17938322
444:0.039205074 0.2785991 -0.60710454 0.30466402 0.3214731 0.16098219 -0.80592585 -0.15942279 -0.22556065 0.5919349
120:-0.21586792 0.52523196 -0.18306534 -0.8098703 -0.37706164 -0.66186345 -0.7469725 -0.22542475 -0.25926322 0.6436633
193:0.39162955 -0.24198914 -0.23090802 -0.013915251 0.030568687 0.39327714 -0.5069999 0.02252974 -0.7033603 0.020711979
713:-0.35806328 0.6801359 0.6349719 -0.1985342 -0.6203161 -0.8566392 -1.0595341 -0.5370284 -0.45408 1.5929065
302:-0.6193591 -0.21850666 0.073654234 0.17394409 0.13256004 0.23660679 -0.7258188 0.16802043 -0.099833205 0.79198223
153:0.2608456 -0.11606194 -0.9736313 -0.84556735 0.50272995 0.24837308 0.5661592 -0.69344395 0.36561462 0.05250374
844:-0.6487331 0.44634172 0.73228717 0.053676937 -0.26746446 -0.615791 -1.3772935 0.020977976 -0.20496288 1.8224599
335:-0.27609056 -0.014624418 0.16341944 0.26313448 0.6523998 0.0028198168 -0.63258725 -0.083817445 -0.30116564 0.98274684
885:-0.0999664 0.8738611 0.42937174 -0.6299621 -0.650029 -0.5269721 -0.8002391 -0.011843024 -0.107397504 0.8823225
735:0.34131846 0.5037793 -0.08796031 0.067530766 0.7803481 -0.5990646 -0.773884 0.21183053 -0.17777275 0.65516686
664:-0.20922722 0.43936852 0.2676193 -0.49305403 -0.44649705 -1.030291 -0.9340453 -0.18070346 -0.35197327 1.0462451
93:0.39987236 0.4208146 -0.72794974 -0.3076786 -0.12713562 -0.47914538 -0.86657244 -0.5292229 -0.5338326 0.43589002
158:0.67208743 -0.12011162 -0.30180565 -0.7261152 -0.8858678 0.47701284 -0.45203432 0.13120995 -0.49266073 -0.1575316
458:0.16668585 -0.06814161 -0.08841408 -0.22904433 -0.261808 -0.20225248 -1.0743864 -0.2899043 -0.103696845 1.1523296
997:-0.32894203 0.047089282 0.6116366 0.031815 0.03584866 -0.81527907 -1.063924 0.25907964 -0.14907812 1.4083159
182:-0.47874275 0.1165051 -0.06064435 -0.3350657 -0.56528634 0.007490818 -1.1433771 -0.35243127 -0.57891816 1.016355
147:-0.22669321 -0.06273974 -0.4083508 0.04062767 0.15844119 -0.11563801 -0.6860736 0.093379505 -0.21865813 0.38013223
