710:1.2318976 0.06801963 0.05080264 -1.4170791 0.4534459 1.175392 -1.2934673 0.06897561 0.76217973 -1.5614637
205:0.9946081 -0.2202249 0.400878 0.09427868 -0.020424565 0.40338224 -0.061724022 0.37134278 0.59181994 0.1605043
45:0.79020417 -0.3157926 0.1619167 0.35330582 -0.19694743 0.09441184 -0.16411513 0.4145626 0.21351224 0.62306416
515:0.7160498 -0.38483438 0.4815022 0.25426447 -0.21805498 -0.19996272 0.534476 0.554982 0.021335727 0.4398814
574:0.8154242 -0.021116393 0.15331969 -0.28452542 -0.16066241 0.47532275 -0.36856365 0.24062277 0.64419883 0.5954531
858:-0.11948684 0.13087197 0.070507914 -0.5434891 -0.7025988 -0.08661487 -0.13325846 -0.104798846 -0.17227335 -0.0962735
619:0.84589344 -9.9794815e-05 0.10072911 -0.89442605 0.26955852 0.5905609 -0.7277212 0.026514366 0.5021889 -0.89932007
507:0.49982423 -0.16774786 -0.30849642 -0.006783949 0.08697485 -0.27766111 -0.097213924 -0.20761833 0.59957474 0.33934042
113:0.9298169 -0.17143537 0.65812564 -1.0442612 0.3112117 0.3551621 -0.47633713 -0.033321407 0.82801014 -0.93592
34:-0.35095972 -0.016218176 0.29754156 -0.046470214 -0.24171114 0.6195479 0.23540927 0.082235515 0.48120877 0.21891604
563:0.992032 0.053017586 -0.1077418 -0.34316146 -0.123746574 0.0026825473 0.4119785 0.35924155 0.48247832 -0.04051809
381:0.6975945 -0.6712863 0.038278606 0.71956587 0.2235454 0.00225315 0.10106348 0.37776393 0.2567421 -0.08708796
455:0.50537217 -0.49116895 -0.41207775 0.5054346 -0.0027945682 0.14344044 -0.40697852 0.8036347 0.18064354 -0.8488166
67:1.9935474 0.54599404 0.30553755 -1.4736363 0.61671996 1.056226 0.22947934 0.4950001 0.31182298 -0.8614726
388:0.7191255 0.079608075 0.4940844 -0.41632164 -0.37805328 0.023726406 0.6133024 0.25901994 0.36283007 0.116384804
974:0.3226015 0.2924435 0.2644667 -0.7256492 -0.022187341 -0.5015282 0.46191302 0.62342465 0.9096741 -0.2846538
310:0.76497793 0.0084152585 -0.89490324 -0.46485075 0.66680205 1.0282363 -0.5319687 1.0782539 0.41467568 -1.3712854
169:0.50208944 -0.53577113 -0.66015524 0.7443348 0.28113303 0.39014956 -0.4985749 0.73757535 0.04954269 -1.0965804
444:1.0220025 0.17250736 -0.42485905 0.21694453 -0.112644784 0.30750915 -0.2549408 0.2305146 0.40433025 0.21082295
120:0.55729836 -0.44022918 -0.0097950185 -0.56609344 0.13405734 0.44317278 -0.35335952 0.24276698 0.32152334 -0.8643116
193:0.35419765 -0.7308261 -0.37143442 0.19629207 0.1212432 -0.18241738 -0.18718354 0.4554496 0.043612555 0.3409933
713:1.548781 0.18167046 0.30172288 -1.3191082 1.0054097 0.69960517 -0.14718263 0.54158276 0.6919589 -0.78226763
302:1.064002 0.026286427 0.24103549 -0.1726306 -0.16505177 0.0030238654 0.52054626 0.2773599 0.39886835 0.095649436
153:-0.63313967 -0.11297256 -0.6066736 0.785179 -0.34112036 -0.13590722 -0.2933276 -0.44144624 0.96208614 -0.4610854
844:1.844808 0.34302393 0.3327211 -1.3200403 0.3751952 0.6145829 0.36715972 0.686498 0.7256049 -0.48015755
335:1.0315092 0.21689099 -0.007365945 -0.35226056 -0.019159444 -0.07111359 0.0915294 0.01570617 0.80209595 0.41704273
885:0.6128198 0.103136525 0.12754926 -1.0127423 0.3458144 0.5797681 -0.10913323 0.74251145 0.32915935 -0.9430856
735:0.8142309 0.3223787 -0.5913262 -0.79093003 -0.29717588 0.24246693 -0.5203464 0.052268043 0.36306414 0.22995692
664:1.0544134 -0.14832863 -0.13307098 -1.1393434 0.37109265 0.6733784 -0.2582841 0.12088653 0.29764962 -0.8515051
93:0.83658236 -0.36037707 -0.7181756 -0.08591229 0.25553346 0.53247327 -0.8342982 0.111084 0.38144147 -0.6057857
158:-0.10313298 -1.0274973 -0.4480659 0.2116771 0.26218736 0.13556811 -0.10800306 0.8945981 -0.22396663 -0.53921384
458:1.1139647 -0.1440218 -0.5265059 -0.4233265 0.40126508 0.19351034 0.14218716 0.44627517 0.61903906 -0.58514905
997:1.3547065 0.14785892 -0.05251532 -1.3349649 0.15388611 0.32908237 0.39154878 0.25683233 0.46429953 -0.21550938
182:1.2811291 -0.48155302 0.21961209 -0.2478423 0.32136416 0.48311222 -0.033797786 0.6211457 0.6736577 -0.5307531
147:0.8224331 -0.20749734 -0.16130106 0.04572896 -0.37296072 0.2572968 -0.04195923 0.056140337 0.25481492 -0.012873517
616:0.38600096 -0.20484686 -0.30953154 0.64998436 -0.3480483 0.10174269 -0.42975238 0.8472942 0.062415414 -0.50980633
589:-0.33905897 -0.1794834 -0.33444992 -0.0017243831 -0.37854692 0.12346501 0.18794797 -0.37415436 -0.0032204962 0.10846262
544:0.68259895 -0.4206644 -0.84239686 -0.30237868 0.80610204 -0.12131027 -0.3976785 -0.16867271 0.7526868 -0.2773918
436:0.8002207 -0.311282 -0.59708244 -0.32612303 0.856802 -0.15415232 -0.4340215 -0.13229923 0.70694906 -0.1627957
862:1.0983461 0.12834343 0.50464535 -0.6932089 0.08423207 0.33189458 0.19309287 0.4903343 0.61484915 -0.2401179
836:0.6443247 -0.33975965 -0.5519886 -0.7389782 0.19609168 0.017805 -0.5583753 -0.27910972 0.50442505 -1.0231478
697:0.769262 -0.14074874 0.09436505 -1.0036277 0.23055775 0.32924604 -0.39176962 0.1228999 0.49652115 -0.33369046
12:0.6565408 -0.24548192 -0.4892233 -0.58331335 -0.2863062 0.2622653 -1.0475699 0.0028558762 0.052371353 -1.0050098
223:0.14521673 -0.2019553 -0.11195548 -0.077859074 -0.42425072 0.079097256 -0.16709279 0.029400738 -0.10771015 0.7519161
541:-0.07465814 0.29721552 -0.21316859 -0.49494177 -0.49074546 -0.1621391 -0.13433686 -0.049227223 -0.007718915 0.42526397
66:1.155273 -0.44669434 -0.70764995 -0.9915985 0.010663791 0.48338464 -1.223165 0.016365107 0.36700344 -1.9016895
216:0.2739266 -0.32168376 -0.5711688 0.4216617 -0.16575636 0.36795613 -0.89060336 0.34198785 -0.011774304 -0.08257925
89:0.6024497 -0.38388214 -0.38221556 -0.17031287 0.54424584 -0.32571414 -0.4276704 -0.35100213 0.70356864 -0.017833667
